Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FO","Forestry Production and Trade","008","Albania","5510","Production","1693","Wood pellets","2024","2024","t","40000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1694","Wood briquettes and other agglomerates","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","78706","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","30149","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1634","Veneer sheets","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1640","Plywood and LVL","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1607","Laminated Veneer Lumber (LVL)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1697","Particle board","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1606","Oriented strand board (OSB)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1647","Hardboard","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1648","Medium/high density fibreboard (MDF/HDF)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1650","Other fibreboard","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1685","Mechanical and semi-chemical wood pulp","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1656","Chemical wood pulp","2024","2024","t","0","E","Estimated value",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1662","Chemical wood pulp, sulphate, unbleached","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1663","Chemical wood pulp, sulphate, bleached","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1686","Chemical wood pulp, sulphite","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1667","Dissolving wood pulp","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1668","Pulp from fibres other than wood","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1669","Recovered paper","2024","2024","t","3655","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1671","Newsprint","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1674","Printing and writing papers","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1612","Printing and writing papers, uncoated, mechanical","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1615","Printing and writing papers, uncoated, woodfree","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1616","Printing and writing papers, coated","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1675","Other paper and paperboard","2024","2024","t","12644","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1676","Household and sanitary papers","2024","2024","t","3120","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1617","Case materials","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1618","Cartonboard","2024","2024","t","7919","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1621","Wrapping papers","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1622","Other papers mainly for packaging","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1683","Other paper and paperboard, not elsewhere specified","2024","2024","t","1605","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1636","Glue-laminated timber (glulam)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5516","Production","1688","Cross-laminated timber (CLT or X-lam)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5510","Production","1684","I-beams (I-joists)","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","6147191","E","Estimated value",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","2858443","E","Estimated value",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1601","Sawlogs and veneer logs, coniferous","2024","2024","m3","25000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","3000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1602","Pulpwood, round and split, coniferous (production)","2024","2024","m3","51000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1603","Pulpwood, round and split, non-coniferous (production)","2024","2024","m3","8000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1623","Other industrial roundwood, coniferous (production)","2024","2024","m3","40000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","11600","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1630","Wood charcoal","2024","2024","t","799181","E","Estimated value",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","9400","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","3400","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1634","Veneer sheets","2024","2024","m3","7000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1640","Plywood and LVL","2024","2024","m3","23000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5516","Production","1697","Particle board","2024","2024","m3","22900","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1668","Pulp from fibres other than wood","2024","2024","t","2000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1669","Recovered paper","2024","2024","t","95000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1671","Newsprint","2024","2024","t","2000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1674","Printing and writing papers","2024","2024","t","14000","E","Estimated value",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1612","Printing and writing papers, uncoated, mechanical","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1615","Printing and writing papers, uncoated, woodfree","2024","2024","t","14000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1675","Other paper and paperboard","2024","2024","t","47500","E","Estimated value",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1676","Household and sanitary papers","2024","2024","t","20000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1618","Cartonboard","2024","2024","t","7000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1621","Wrapping papers","2024","2024","t","17500","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","012","Algeria","5510","Production","1683","Other paper and paperboard, not elsewhere specified","2024","2024","t","3000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","016","American Samoa","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","016","American Samoa","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","500","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","016","American Samoa","5516","Production","1634","Veneer sheets","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","016","American Samoa","5516","Production","1640","Plywood and LVL","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","020","Andorra","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","020","Andorra","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","020","Andorra","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","020","Andorra","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","020","Andorra","5516","Production","1634","Veneer sheets","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","020","Andorra","5516","Production","1640","Plywood and LVL","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","024","Angola","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","5405737","E","Estimated value",""
"FO","Forestry Production and Trade","024","Angola","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","200000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5516","Production","1603","Pulpwood, round and split, non-coniferous (production)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","1050000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5510","Production","1630","Wood charcoal","2024","2024","t","457384","E","Estimated value",""
"FO","Forestry Production and Trade","024","Angola","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","1000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","60000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5516","Production","1634","Veneer sheets","2024","2024","m3","3000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5516","Production","1640","Plywood and LVL","2024","2024","m3","10000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5510","Production","1656","Chemical wood pulp","2024","2024","t","0","E","Estimated value",""
"FO","Forestry Production and Trade","024","Angola","5510","Production","1662","Chemical wood pulp, sulphate, unbleached","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5510","Production","1663","Chemical wood pulp, sulphate, bleached","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","024","Angola","5510","Production","1668","Pulp from fibres other than wood","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","660","Anguilla","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","660","Anguilla","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","660","Anguilla","5516","Production","1634","Veneer sheets","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","660","Anguilla","5516","Production","1640","Plywood and LVL","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","028","Antigua and Barbuda","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","028","Antigua and Barbuda","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","028","Antigua and Barbuda","5516","Production","1634","Veneer sheets","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","028","Antigua and Barbuda","5516","Production","1640","Plywood and LVL","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","12975","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","3362234","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1601","Sawlogs and veneer logs, coniferous","2024","2024","m3","5369700","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","3896312","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1602","Pulpwood, round and split, coniferous (production)","2024","2024","m3","3184867","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1603","Pulpwood, round and split, non-coniferous (production)","2024","2024","m3","1879864","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1623","Other industrial roundwood, coniferous (production)","2024","2024","m3","1840","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","476846","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1630","Wood charcoal","2024","2024","t","288110","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1619","Wood chips and particles","2024","2024","m3","2487000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1620","Wood residues","2024","2024","m3","4565381","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1600","Recovered post-consumer wood","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1693","Wood pellets","2024","2024","t","82579","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1694","Wood briquettes and other agglomerates","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","1963805","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","1772908","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1634","Veneer sheets","2024","2024","m3","17435","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1640","Plywood and LVL","2024","2024","m3","157000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1607","Laminated Veneer Lumber (LVL)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1697","Particle board","2024","2024","m3","408778","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1606","Oriented strand board (OSB)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1647","Hardboard","2024","2024","m3","41724","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1648","Medium/high density fibreboard (MDF/HDF)","2024","2024","m3","542773","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1650","Other fibreboard","2024","2024","m3","90140","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1685","Mechanical and semi-chemical wood pulp","2024","2024","t","167848","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1656","Chemical wood pulp","2024","2024","t","486188","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1662","Chemical wood pulp, sulphate, unbleached","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1663","Chemical wood pulp, sulphate, bleached","2024","2024","t","407855","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1686","Chemical wood pulp, sulphite","2024","2024","t","78333","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1667","Dissolving wood pulp","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1668","Pulp from fibres other than wood","2024","2024","t","79605","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1669","Recovered paper","2024","2024","t","924000","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1671","Newsprint","2024","2024","t","35993","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1674","Printing and writing papers","2024","2024","t","210353","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1612","Printing and writing papers, uncoated, mechanical","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1615","Printing and writing papers, uncoated, woodfree","2024","2024","t","210353","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1616","Printing and writing papers, coated","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1675","Other paper and paperboard","2024","2024","t","1492550","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1676","Household and sanitary papers","2024","2024","t","418458","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1617","Case materials","2024","2024","t","804485","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1618","Cartonboard","2024","2024","t","142374","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1621","Wrapping papers","2024","2024","t","43238","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1622","Other papers mainly for packaging","2024","2024","t","28628","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5510","Production","1683","Other paper and paperboard, not elsewhere specified","2024","2024","t","55367","A","Official figure",""
"FO","Forestry Production and Trade","032","Argentina","5516","Production","1636","Glue-laminated timber (glulam)","2024","2024","m3","103394","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","725101","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1601","Sawlogs and veneer logs, coniferous","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1602","Pulpwood, round and split, coniferous (production)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1603","Pulpwood, round and split, non-coniferous (production)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1623","Other industrial roundwood, coniferous (production)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","288","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1630","Wood charcoal","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1619","Wood chips and particles","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1620","Wood residues","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1600","Recovered post-consumer wood","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1693","Wood pellets","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1694","Wood briquettes and other agglomerates","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","7","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1634","Veneer sheets","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1640","Plywood and LVL","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1607","Laminated Veneer Lumber (LVL)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1697","Particle board","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1606","Oriented strand board (OSB)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1647","Hardboard","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1648","Medium/high density fibreboard (MDF/HDF)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5516","Production","1650","Other fibreboard","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1685","Mechanical and semi-chemical wood pulp","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1656","Chemical wood pulp","2024","2024","t","0","E","Estimated value",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1662","Chemical wood pulp, sulphate, unbleached","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1663","Chemical wood pulp, sulphate, bleached","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1686","Chemical wood pulp, sulphite","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1667","Dissolving wood pulp","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1668","Pulp from fibres other than wood","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1669","Recovered paper","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1671","Newsprint","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1674","Printing and writing papers","2024","2024","t","0","E","Estimated value",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1612","Printing and writing papers, uncoated, mechanical","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1615","Printing and writing papers, uncoated, woodfree","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1616","Printing and writing papers, coated","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1675","Other paper and paperboard","2024","2024","t","27780","A","Official figure",""
"FO","Forestry Production and Trade","051","Armenia","5510","Production","1676","Household and sanitary papers","2024","2024","t","6123","A","Official figure",""
