Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FO","Forestry Production and Trade","008","Albania","5622","Import value","1691","Wood products for domestic/decorative use (export/import)","2024","2024","1000 USD","1251","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5922","Export value","1691","Wood products for domestic/decorative use (export/import)","2024","2024","1000 USD","2058","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5622","Import value","1653","Builder's joinery and carpentry of wood (export/import)","2024","2024","1000 USD","7774","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5922","Export value","1653","Builder's joinery and carpentry of wood (export/import)","2024","2024","1000 USD","1","A","Official figure",""
"FO","Forestry Production and Trade","008","Albania","5622","Import value","1636","Glue-laminated timber (glulam)","2024","2024","1000 USD","1288","X","Figure from external organization",""
"FO","Forestry Production and Trade","008","Albania","5622","Import value","1688","Cross-laminated timber (CLT or X-lam)","2024","2024","1000 USD","84","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5622","Import value","1684","I-beams (I-joists)","2024","2024","1000 USD","28","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","008","Albania","5622","Import value","1658","Wooden furniture (export/import)","2024","2024","1000 USD","37646","X","Figure from external organization",""
"FO","Forestry Production and Trade","008","Albania","5922","Export value","1658","Wooden furniture (export/import)","2024","2024","1000 USD","24298","X","Figure from external organization",""
"FO","Forestry Production and Trade","008","Albania","5622","Import value","1664","Prefabricated buildings of wood (export/import)","2024","2024","1000 USD","72","X","Figure from external organization",""
